name,price,km,owner,year,fuel,location
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Honda City V Diesel,"6,85,000","69,915 KMs",2 Owners,2016,Diesel,Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Honda City 1.5 V MT,"3,95,000","90,000 KMs",1 Owner,2010,Petrol,Mumbai
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Toyota Innova Crysta 2.4 G 7 STR [2016-2017],"16,95,000","34,127 KMs",1 Owner,2017,Diesel,Navi Mumbai
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift VDi ABS [2014-2017],"6,50,000","72,052 KMs",1 Owner,2016,Diesel,Navi Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Audi RS5 4.2 Coupe,"45,00,000","24,500 KMs",2 Owners,2012,Petrol,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Audi A8 L 3.0 TDI quattro,"27,50,000","52,500 KMs",1 Owner,2013,Diesel,Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Maruti Suzuki Swift DZire Automatic,"4,65,000","80,000 KMs",1 Owner,2013,Petrol,Thane
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Maruti Suzuki Swift ZDi,"6,50,000","45,500 KMs",1 Owner,2016,Diesel,Thane
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Volkswagen Polo Highline1.2L D,"3,60,000","67,000 KMs",1 Owner,2012,Diesel,Thane
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Audi A6 2.0 TDI Premium,"16,50,000","38,000 KMs",1 Owner,2014,Diesel,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Nissan Terrano XV D THP 110 PS,"4,80,000","82,400 KMs",2 Owners,2013,Diesel,Thane
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Audi A6 2.0 TDI Premium,"16,50,000","38,000 KMs",1 Owner,2014,Diesel,Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Honda City SV,"6,25,000","44,000 KMs",1 Owner,2014,Petrol,Navi Mumbai
Honda WR-V VX MT Diesel,"7,50,000","41,855 KMs",1 Owner,2017,Diesel,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Porsche Cayenne Platinum Edition Diesel,"41,50,000","1,10,000 KMs",1 Owner,2014,Diesel,Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Maruti Suzuki Dzire ZDi,"7,95,000","25,139 KMs",1 Owner,2018,Diesel,Navi Mumbai
Maruti Suzuki Ciaz VDi+ SHVS,"7,25,000","31,673 KMs",1 Owner,2016,Diesel,Navi Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Mercedes-Benz GLC Celebration Edition Diesel,"39,00,000","24,000 KMs",2 Owners,2018,Diesel,Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
Maruti Suzuki Dzire VXi,"6,75,000","26,106 KMs",1 Owner,2017,Petrol,Navi Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
BMW 5 Series 525i Sedan,"7,90,000","55,000 KMs",1 Owner,2008,Petrol,Mumbai
Mercedes-Benz CLA 200 CDI Sport,"23,00,000","8,000 KMs",1 Owner,2016,Diesel,Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Renault Kwid 1.0 RXT AMT Opt [2016-2019],"3,50,000","17,455 KMs",1 Owner,2017,Petrol,Navi Mumbai
BMW 3 Series GT 320d Luxury Line [2014-2016],"23,50,000","76,000 KMs",1 Owner,2016,Diesel,Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
Honda City SV,"6,00,000","76,700 KMs",1 Owner,2015,Petrol,Navi Mumbai
Tata Nexon XZA Plus Petrol,"8,20,000","19,107 KMs",1 Owner,2018,Petrol,Navi Mumbai
